label_cluster_id,label_type,street_edge_id,osm_way_id,region_id,region_name,avg_image_capture_date,avg_label_date,median_severity,agree_count,disagree_count,unsure_count,cluster_size,users,avg_latitude,avg_longitude
21999,SurfaceProblem,13361,1418633546,7,UV 42,2025-03-01T00:00Z,2025-10-31T20:55:45.255Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.165585,-70.74015
22000,SurfaceProblem,9853,567197294,7,UV 42,2015-04-01T00:00Z,2025-10-09T01:23:13.621Z,1,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167435,-70.7402
22001,SurfaceProblem,9853,567197294,7,UV 42,2015-04-01T00:00Z,2025-10-09T01:21:42.643Z,2,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167187,-70.74008
22002,SurfaceProblem,54,35037897,7,UV 42,2025-06-01T00:00Z,2025-10-09T01:18:58.194Z,1,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16689,-70.74024
22003,SurfaceProblem,54,35037897,7,UV 42,2025-06-01T00:00Z,2025-10-09T01:18:04.998Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166798,-70.74062
22004,SurfaceProblem,12395,1024371355,7,UV 42,2015-04-01T00:00Z,2025-11-06T17:29:42.477Z,2,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166325,-70.74001
22005,Obstacle,54,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-09T01:17:21.664Z,2,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16677,-70.74084
22006,Obstacle,54,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-09T01:16:47.164Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166805,-70.74109
22007,Obstacle,54,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-09T01:17:42.978Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16685,-70.74062
22008,Obstacle,54,35037897,7,UV 42,2025-06-01T00:00Z,2025-10-09T01:18:17.737Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166874,-70.74046
22009,Obstacle,9853,567197294,7,UV 42,2015-04-01T00:00Z,2025-10-09T01:20:55.602Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16701,-70.74014
22010,Obstacle,53,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T23:03:45.019Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1665175,-70.74258
22011,Obstacle,53,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T23:07:55.658Z,3,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16656,-70.74272
22012,Obstacle,8523,474024847,7,UV 42,2025-05-01T00:00Z,2025-09-08T00:55:24.512Z,3,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166153,-70.74278
22013,Obstacle,8523,474024847,7,UV 42,2025-05-01T00:00Z,2025-09-08T00:54:14.982Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16589,-70.74271
22014,Obstacle,13363,1418633549,7,UV 42,2025-05-01T00:00Z,2025-09-08T00:46:18.803500Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.165348,-70.742945
22015,Obstacle,13360,1418633546,7,UV 42,2024-05-16T00:00Z,2025-10-06T22:53:13.288500Z,2,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1654335,-70.742412
22016,Obstacle,8523,474024847,7,UV 42,2025-05-01T00:00Z,2025-09-08T00:51:56.521Z,1,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.165394,-70.74253
22017,Obstacle,8523,474024847,7,UV 42,2025-05-01T00:00Z,2025-09-08T00:52:37.432Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.165607,-70.74265
22018,Obstacle,13360,1418633546,7,UV 42,2025-05-01T00:00Z,2025-10-06T22:54:49.286Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16546,-70.74195
22019,Obstacle,8519,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:15:02.562500Z,2,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170176,-70.74353
22020,Obstacle,8519,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:15:40.374Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170258,-70.74356
22021,Obstacle,8519,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:13:24.525Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169983,-70.74351
22022,Obstacle,8520,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:12:11.715Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169655,-70.743454
22023,Obstacle,104,35037906,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:25:58.548Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170406,-70.74212
22024,Obstacle,104,35037906,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:25:39.338Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170277,-70.74211
22025,Obstacle,104,35037906,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:26:35.115Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170532,-70.74216
22026,Obstacle,103,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:21:20.315500Z,3,2,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169855,-70.74212
22027,Obstacle,213,35073147,7,UV 42,2012-10-01T00:00Z,2025-10-08T01:18:10.688Z,3,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169956,-70.742615
22028,Obstacle,90,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-10T18:59:21.960500Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169186,-70.7447
22029,Obstacle,90,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-10T19:01:05.803Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16911,-70.74476
22030,Obstacle,13003,1192522101,7,UV 42,2025-03-01T00:00Z,2025-10-13T02:17:29.121500Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1686665,-70.744055
22031,Obstacle,90,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-10T19:03:44.049Z,3,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16875,-70.7446
22032,Obstacle,90,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-10T19:04:49.479Z,1,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16865,-70.744644
22033,Obstacle,8519,474024847,7,UV 42,2025-03-01T00:00Z,2025-10-14T13:12:55.667500Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170959,-70.743757
22034,Obstacle,12483,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-16T20:50:47.790Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.171043,-70.74401
22035,Obstacle,12483,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-16T18:07:10.930500Z,1,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17099,-70.744368
22036,Obstacle,12483,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-16T18:06:23.494Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170948,-70.74466
22037,Obstacle,91,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-09T20:46:58.914Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170155,-70.74487
22038,Obstacle,91,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-09T20:48:22.071Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169933,-70.74486
22039,Obstacle,12482,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:41:49.571Z,1,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1708185,-70.7454725
22040,Obstacle,12482,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:43:21.240Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17083,-70.74517
22041,Obstacle,12482,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:42:18.588Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170795,-70.74532
22042,Obstacle,8466,464459660,7,UV 42,2025-03-01T00:00Z,2025-10-18T19:07:25.037Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.172455,-70.74158
22043,Obstacle,8466,464459660,7,UV 42,2025-03-01T00:00Z,2025-10-18T19:06:10.658Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17254,-70.74134
22044,Obstacle,12402,1024631192,7,UV 42,2025-05-01T00:00Z,2025-10-18T19:04:46.218500Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1734445,-70.742735
22045,Obstacle,12402,1024631192,7,UV 42,2025-05-01T00:00Z,2025-10-18T19:12:09.081Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.173622,-70.74162
22046,Obstacle,12482,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:42:12.171500Z,2,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170855,-70.7453805
22047,Obstacle,12482,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:41:33.893Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170765,-70.745514
22048,Obstacle,91,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-09T20:46:22.170Z,2,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170303,-70.74493
22049,Obstacle,91,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-09T20:46:52.509Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17019,-70.74489
22050,Obstacle,91,35037903,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:44:31.749Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17064,-70.74497
22051,Obstacle,91,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-09T20:45:35.292Z,1,1,1,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170433,-70.745026
22052,Obstacle,12482,1025610255,7,UV 42,2024-05-16T00:00Z,2025-10-09T20:39:00.990Z,1,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1707075,-70.746195
22053,Obstacle,8571,475189332,7,UV 42,2025-06-01T00:00Z,2025-10-24T15:35:59.832Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170994,-70.74652
22054,Obstacle,8463,464459660,7,UV 42,2025-03-01T00:00Z,2025-10-29T21:22:21.199Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17191,-70.74619
22055,Obstacle,8463,464459660,7,UV 42,2025-03-01T00:00Z,2025-10-29T21:22:01.037Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17184,-70.746346
22056,Obstacle,8463,464459660,7,UV 42,2025-03-01T00:00Z,2025-10-24T16:10:31.499500Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.171867,-70.74663
22057,Obstacle,8571,475189332,7,UV 42,2025-06-01T00:00Z,2025-10-24T15:50:18.449Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17162,-70.7468
22058,Obstacle,8463,464459660,7,UV 42,2025-03-01T00:00Z,2025-10-29T21:23:28.339Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.171993,-70.74552
22059,Obstacle,208,35073144,7,UV 42,2023-05-01T00:00Z,2025-10-13T01:17:02.937Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16822,-70.74033
22060,Obstacle,208,35073144,7,UV 42,2025-03-01T00:00Z,2025-10-09T01:26:58.757Z,3,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.168125,-70.74032
22061,Obstacle,8544,474050112,7,UV 42,2025-03-01T00:00Z,2025-10-13T01:13:46.784Z,3,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167946,-70.74061
22062,Obstacle,9853,567197294,7,UV 42,2015-04-01T00:00Z,2025-10-09T01:23:59.466Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167747,-70.74028
22063,Obstacle,9853,567197294,7,UV 42,2015-04-01T00:00Z,2025-10-09T01:23:27.363Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16754,-70.74023
22064,Obstacle,9853,567197294,7,UV 42,2015-04-01T00:00Z,2025-10-09T01:21:19.515Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167145,-70.740166
22065,Obstacle,9651,563718720,7,UV 42,2025-03-01T00:00Z,2025-10-12T01:52:54.060Z,2,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167718,-70.7425125
22066,Obstacle,101,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:41:53.959Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167732,-70.74161
22067,Obstacle,53,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T23:03:15.371Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1665745,-70.74247
22068,Obstacle,53,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T23:01:30.987Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166622,-70.74227
22069,Obstacle,53,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T23:06:40.508Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166542,-70.74278
22070,Obstacle,54,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-09T01:16:20.558Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166767,-70.74119
22071,Obstacle,99,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:44:56.340Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166992,-70.74152
22072,Obstacle,53,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T23:01:06.252Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166634,-70.74181
22073,Obstacle,104,35037906,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:28:01.106500Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.171017,-70.742277
22074,Obstacle,104,35037906,7,UV 42,2023-06-01T00:00Z,2025-10-09T20:28:25.032Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17112,-70.74231
22075,Obstacle,105,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-09T20:33:07.616Z,2,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.171295,-70.74237
22076,Obstacle,12484,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-15T00:46:47.824Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17112,-70.74287
22077,Obstacle,8519,474024847,7,UV 42,2025-03-31T12:00Z,2025-10-08T01:15:46.218Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1703165,-70.7436
22078,Obstacle,8519,474024847,7,UV 42,2025-03-01T00:00Z,2025-10-14T01:35:59.849Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17054,-70.74362
22079,Obstacle,12484,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-15T00:50:00.608Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17104,-70.74365
22080,Obstacle,13007,1192522102,7,UV 42,2025-03-01T00:00Z,2025-10-13T01:46:52.123Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.168938,-70.74169
22081,Obstacle,102,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:38:03.370Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.168896,-70.741875
22082,Obstacle,103,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:35:17.453Z,2,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169136,-70.74186
22083,Obstacle,8520,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:10:35.283Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169167,-70.74334
22084,Obstacle,8520,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:11:15.031Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16929,-70.743385
22085,Obstacle,8520,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:11:58.020Z,2,0,0,1,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169643,-70.743454
22086,Obstacle,13003,1192522101,7,UV 42,2025-03-01T00:00Z,2025-10-13T02:04:31.419Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1687105,-70.74357
22087,Obstacle,8520,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:09:20.495Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.168846,-70.74327
22088,Obstacle,13002,1192522101,7,UV 42,2025-03-01T00:00Z,2025-10-13T01:50:40.090Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16882,-70.74269
22089,Obstacle,12482,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:41:08.181Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17082,-70.745575
22090,Obstacle,12482,1025610255,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:40:55.627Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170795,-70.74578
22091,Obstacle,12482,1025610255,7,UV 42,2023-05-01T00:00Z,2025-10-09T20:39:26.663Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170746,-70.74609
22092,Obstacle,215,35073147,7,UV 42,2025-05-01T00:00Z,2025-10-14T01:32:25.841Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169605,-70.74619
22093,Obstacle,104,35037906,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:26:27.666Z,2,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1704905,-70.7421625
22094,Obstacle,104,35037906,7,UV 42,2025-03-01T00:00Z,2025-10-09T20:25:29.177Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170258,-70.7421
22095,Obstacle,103,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:20:56.265500Z,3,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1699295,-70.74214
22096,Obstacle,213,35073147,7,UV 42,2012-10-01T00:00Z,2025-10-08T01:18:02.844Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.17006,-70.74256
22097,Obstacle,8519,474024847,7,UV 42,2025-03-01T00:00Z,2025-10-08T01:16:16.633Z,2,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170381,-70.743614
22098,Obstacle,8519,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:15:46.871Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.170258,-70.74356
22099,Obstacle,8519,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-11T01:24:11.540Z,2,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169998,-70.74347
22100,Obstacle,8520,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:12:27.105Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169704,-70.74343
22101,Obstacle,13003,1192522101,7,UV 42,2025-03-01T00:00Z,2025-10-13T02:16:48.756Z,1,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1686415,-70.74396
22102,Obstacle,13003,1192522101,7,UV 42,2025-03-01T00:00Z,2025-10-13T02:16:15.986Z,1,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.168667,-70.74383
22103,Obstacle,13003,1192522101,7,UV 42,2025-03-01T00:00Z,2025-10-13T02:14:52.050Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.168694,-70.743614
22104,Obstacle,90,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-10T19:03:01.221Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.168793,-70.74461
22105,Obstacle,90,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-10T19:02:17.718Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.168964,-70.744644
22106,Obstacle,90,35037903,7,UV 42,2019-01-15T12:00Z,2025-10-09T20:50:16.239Z,1,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1696065,-70.744785
22107,Obstacle,90,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-10T18:56:11.807Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.169292,-70.744736
22108,Obstacle,100,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:43:56.925Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16734,-70.74152
22109,Obstacle,99,35037906,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:44:45.226Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167038,-70.741455
22110,Obstacle,54,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-09T01:16:40.479Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166782,-70.74115
22111,Obstacle,9853,567197294,7,UV 42,2015-04-01T00:00Z,2025-10-09T01:21:03.001Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167095,-70.74013
22112,Obstacle,87,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-12T01:41:13.236Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166824,-70.74426
22113,Obstacle,87,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-12T01:40:52.228Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166916,-70.744286
22114,Obstacle,88,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-12T01:35:42.366Z,1,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16768,-70.74451
22115,Obstacle,88,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-12T01:35:26.966Z,2,1,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167725,-70.74441
22116,Obstacle,88,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-12T01:34:39.780Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16787,-70.74444
22117,Obstacle,87,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-12T01:45:19.918Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167416,-70.744354
22118,Obstacle,87,35037903,7,UV 42,2025-05-01T00:00Z,2025-10-12T01:40:11.227Z,3,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167267,-70.74434
22119,Obstacle,9652,563718720,7,UV 42,2025-03-01T00:00Z,2025-10-12T01:48:14.617Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1675,-70.74382
22120,Obstacle,53,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T23:08:01.913Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166576,-70.742714
22121,Obstacle,53,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T23:03:27.187Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166546,-70.74254
22122,Obstacle,9651,563718720,7,UV 42,2025-03-01T00:00Z,2025-10-12T01:52:48.429Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167744,-70.74259
22123,Obstacle,8521,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-08T01:04:05.967Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.167732,-70.743034
22124,Obstacle,8522,474024847,7,UV 42,2025-05-01T00:00Z,2025-10-06T23:09:30.951Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16721,-70.74296
22125,Obstacle,51,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T14:05:49.907Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16625,-70.74479
22126,Obstacle,51,35037897,7,UV 42,2025-03-01T00:00Z,2025-10-06T14:08:33.330Z,,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.166115,-70.74548
22127,Obstacle,12231,1022730791,7,UV 42,2025-05-01T00:00Z,2025-10-06T22:41:07.719Z,2,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.165066,-70.744705
22128,Obstacle,13360,1418633546,7,UV 42,2025-05-01T00:00Z,2025-10-06T22:55:09.730Z,1,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.165474,-70.74196
22129,Obstacle,13360,1418633546,7,UV 42,2023-06-01T00:00Z,2025-10-06T22:52:50.060Z,3,0,0,0,1,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.16525,-70.74241
22130,Obstacle,13363,1418633549,7,UV 42,2025-05-01T00:00Z,2025-09-08T00:42:40.973Z,2,0,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1652355,-70.743625
22131,Obstacle,13363,1418633549,7,UV 42,2025-05-01T00:00Z,2025-09-08T00:46:49.447Z,,1,0,0,2,[e3849ac5-c5f5-4df4-ae85-5a09c753f458],-34.1653335,-70.74288
